user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
PWAXNZG3C6RaopvaUUG7UJ,Dark Hollows: An absolutely gripping 2020 psychological thriller with a breathtaking twist,Steve Frech,HarperCollins UK,9780008368227,English,4,4.5
4EU4xZYyFef4QPdXxr2QtH,The Queen of the Damned,Anne Rice,Ballantine Books,9780307575890,English,8,4.5
ddshkbpXpfh6iEnyExpQvZ,The Bell Jar,Sylvia Plath,Faber & Faber,9780571248209,English,0,4.3
3YPUXFD2FUhCsmYoGyrwRn,I Know Where She Is: a breathtaking thriller that will have you hooked from the first page,S. B. Caves,Canelo,9781911591795,English,5,4.4
LFEySunbAQvkgnqp3V8jMz,Intensity: A powerful thriller of violence and terror,Dean Koontz,Hachette UK,9781472202819,English,6,4.3
7knoaCgzRQHn9J4KbxLLAu,The Mistake: An unputdownable psychological thriller with a brilliant twist,K.L. Slater,Bookouture,9781786812438,English,0,4.3
DZUv9M5ifpaPaSiLEwrpLu,My Lovely Wife: The gripping Richard & Judy thriller that will give you chills this winter,Samantha Downing,Penguin UK,9781405939317,English,6,4.4
d2YDr5d3g59uNRtGkWgF2Y,The Dry: The Sunday Times Crime Book of the Year 2017,Jane Harper,Hachette UK,9781408708187,English,3,4.6
EuFjT37Q4Uv5LQqf3WbkYQ,The Forgotten Child,Lorhainne Eckhart,Lorhainne Eckhart,9781928085010,English,6,4.4
Mj9wzHE2WeoAmDWobzALLU,The Silent Sister,Diane Chamberlain,Pan Macmillan,9780230764040,English,9,4.3
Wk6Uc7wZhQ6FqUjJZfuY8s,Find Her Alive,Lisa Regan,Bookouture,9781838882297,English,1,4.7
DffmSTfRcJYyNciNgzDN3s,Tropic of Cancer,Henry Miller,Open Road + Grove/Atlantic,9781555846985,English,7,4.2
YPUkpynz9aBShM4qMhcWC7,Persuasion,Jane Austen,Open Road Media,9781497684317,English,8,4.5
ZHiR2RGaQr8JBX4FKSkh8s,3rd Degree,James Patterson,Hachette UK,9780755387076,English,8,4.6
BWXxHo5SfnpgytYxsko8ZL,Splinter the Silence: (Tony Hill and Carol Jordan| Book 9),Val McDermid,Hachette UK,9780751561418,English,3,4.4
UYcYzzBcHYam4mEpH9L7gD,Good Morning| Midnight: NOW THE MAJOR NETFLIX FILM 'THE MIDNIGHT SKY',Lily Brooks-Dalton,Hachette UK,9781474600613,English,4,4.4
TYEfrMQcXeffX2JZQCc79b,The Man Who Ended the World,Jason Gurley,Jason Gurley,,English,7,4.5
anmsprX5nXFcG4GC3jUf8z,The Haunting of Hill House,Shirley Jackson,Penguin UK,9780141927541,English,4,3.9
kfL3Ecg9zNfe3rjQ5j86oW,One Left Alive,Helen Phifer,Bookouture,9781838888480,English,0,4.5
68cmvoQ6fi3PtKTVgUtbHU,The Class,Erich Segal,Hachette UK,9781444768534,English,0,4.8
bCBA3zXU4hfmQ5Zj8SeohD,Her Last Secret: An absolutely unputdownable psychological thriller,Barbara Copperthwaite,Bookouture,9781786812599,English,5,4.6
4VufG9sxffbTPYaXj4hNL3,Stoner,John Williams,New York Review of Books,9781590173930,English,0,4.6
9tD3StVCyDuui8687ePdQn,War and Peace: Original Version,Leo Tolstoy,HarperCollins UK,9780007396993,English,7,4.7
jLVicdfXvSVa95nRjDS8Es,Replay,Ken Grimwood,Hachette UK,9781473226395,English,7,4.4
nk5VtCyCbgEBookhhpga2C,Our Little Lies: An absolutely gripping psychological thriller with a brilliant twist,Sue Watson,Bookouture,9781786817495,English,5,4.3
hBaXPAnVNX9f8pzUtGLQau,The Boy in the Photo: An absolutely gripping and emotional page turner,Nicole Trope,Bookouture,9781786818645,English,9,4.6
LHJQbvDRdTrDhShjtHSdQL,Someone We Know: From the number one bestselling author of The Couple Next Door,Shari Lapena,Random House,9781473553576,English,9,4.4
bmGgjDqSTvrfZyhjA7X5BA,Desire in Frost,Alicia Rades,Crystallite Publishing,9780997486261,English,4,4.8
7WspypA3h49v2dUy5JbHbZ,The Demonologist: The Extraordinary Career of Ed and Lorraine Warren,Gerald Brittle,Graymalkin Media,9781935169239,English,3,4.6
4wF3WKooQcUgGpscbx3JAk,Skin Game,Jim Butcher,Hachette UK,9780748130825,English,9,4.6
PrRezCs9CykyuRaA8ZKDXj,Angels' Blood,Nalini Singh,Penguin,9781101019535,English,4,4.5
CT3BiChU9xoBQRtEkiRnek,Swan Song,Robert R. McCammon,Open Road Media,9781453231524,English,4,4.8
bqvVozCy9ZjsCYwq5P9cZw,Doctor Sleep,Stephen King,Hachette UK,9781444761191,English,0,4.1
UP45ATKz86qPB6aQ7G9RkV,Enchanted Objects (YA Witch Series),Kristen Middleton,Kristen Middleton,9781524217167,English,7,4.8
RHcPM8np4r8AXimRW8AEwd,The Return of Ratnavati: Story of the Princess of haunted Bhangarh,Ashita Saxena,Notion Press,9789383416691,English,8,4.4
HubhZANGAVqS4ZxGyJySDr,The Demon King (The Seven Realms Series| Book 1),Cinda Williams Chima,HarperCollins UK,9780007353248,English,5,4.4
JVxThCjpcEFG55kjpUHax5,Close Remembrance (The Krinar Chronicles: Volume 3),Anna Zaires,Mozaika Publications,9780988391345,English,6,4.2
N4sR2E4RyuhP8hA8rHpY7L,Dracula,Bram Stoker,Top Five Books LLC,9780978927097,English,1,4.0
ejdQXg6zqj2daSGVA6ozuT,Awakening,Claire Farrell,Claire Farrell,,English,2,4.8
Dw5UVj5DxgpJiT2RcZCdW9,The Two Lost Mountains: The Brand New Jack West Thriller,Matthew Reilly,Hachette UK,9781409194422,English,3,3.6
YMTBPzncNvcMgCZVPBGNyp,Kindling Flames,Julie Wetzel,Crimson Tree Publishing,9781634220163,English,4,4.7
bMQMB5PJqDttizuRSwEmLw,A Hunger So Wild (A Renegade Angels Novel),Sylvia Day,Hachette UK,9781472200754,English,9,4.6
KgRqTY26grYQi3GTKKcvuV,Maximum Ride: The Angel Experiment,James Patterson,Hachette UK,9780755387229,English,7,4.7
PuPUhHC3keXpqYgohbVLTi,The Wisdom of Madness,C.J. Archer,C.J. Archer,,English,1,0
5Woc5xkqu58qXbHp2KewGi,Frost Burned: Mercy Thompson: Book 7,Patricia Briggs,Hachette UK,9780748117352,English,2,4.4
gzsZpb2e8LyfWvmdbFVgBs,SHABAR MANTRA PART 07: DHAN YOG (Money Mantra| Tantra etc),SHABAR MANTRA,POWERFUL SHABAR MANTRA,,Hindi,4,4.4
Twj7CgpJbfAgEPfFXiQNFp,The Wolf Gift,Anne Rice,Random House,9781448135318,English,3,4.7
eiDaNFw3EB2usWuJmcE9c5,The Birth of Vengeance,P.A. Ross,Scarlett-Thorn,9781301124954,English,5,4.4
ZbmHvDZ6s5MBVfoR6GY3rZ,The Destiny Thief,Luanne Bennett,The Word Lounge,,English,0,4.9
Zw2wqyohAxt8aVSTGJeDMJ,The Haunted,Ed Warren,Graymalkin Media,9781631680199,English,9,4.6
SUXHT8Qtu3AG9VkMMrHbyy,Stroke of Death,Dale Mayer,Valley Publishing Ltd.,9781773362854,English,9,4.7
T8s6ewjDnTtyMUP2JwQTmD,Every Last Breath (The Dark Elements| Book 3),Jennifer L. Armentrout,HarperCollins UK,9781474036337,English,2,4.6
NvK74QHkx62yTh5NucSznw,Relentless (Vampire Awakenings| Book 11),Brenda K. Davies ,Brenda K. Davies,,English,8,4.8
m2QPzBAttZbwrfRWYHYBpJ,Watchers: A thriller of both heart-stopping terror and emotional power,Dean Koontz,Hachette UK,9781472203038,English,2,4.7
SCigWL9pWn8Sq4aW6uyDKu,Changeling,Tarisa Marie,Tarisa Marie,,English,5,4.4
HFSFdvaeqy2FMuYL2ou2vz,Spookshow 9,Tim McGregor,Tim McGregor,,English,4,4.9
GGNSxT3SQ9cfk7qpsPQDSy,Deader Homes and Gardens,Angie Fox,Moose Island Books,9781939661364,English,6,4.6
3WLRRoPM2CPXZAjK6Z2V3q,Found (The Crescent Chronicles #3),Alyssa Rose Ivy,Alyssa Rose Ivy,,English,7,4.6
TsS9toBhnuS3nzvH5z9JjD,The City of Brass (The Daevabad Trilogy| Book 1),S. A. Chakraborty,HarperCollins UK,9780008239411,English,0,4.2
7Q3ckLe2NW2efwawuWfEBb,Regal,Brian Rathbone,White Wolf Press| LLC,9781301786039,English,1,4.4
XPcVucXcwUJFvSueMhmghG,The Serpentwar Saga: The Complete 4-Book Collection,Raymond E. Feist,HarperCollins UK,9780007518753,English,5,4.7
5q799qysBjqArRjgPAuv8m,Supernatural: John Winchester's Journal,Alex Irvine,Harper Collins,9780061912948,English,3,4.4
M9XZxWW2FxaXPiDiWj8kMc,Deceived,Lynda O'Rourke,Ravenwoodgreys,,English,0,4.9
TDKAAUjLJZd9Xs649eYXLk,Sacrifice Me| Season Two,Sarra Cannon,Dead River Books,9781624210570,English,3,4.9
HSh5NBzHVwtgor35SskdZS,Blood of Requiem (Epic Fantasy| Dragons| Free Fantasy Novel),Daniel Arenson,Moonclipse,9780986602863,English,1,4.3
7RsUVoaPsjnQu6JwCmjbg6,Stone Cold Magic,Jayne Faith,Jayne Faith,9780997026054,English,1,4.5
FEgwXkMWRMenShU8y2akZE,Sacrificed in Shadow,SM Reine,SM Reine,9781490957418,English,1,4.6
AiMgAGm4SvUESTc22T9UPR,Ghost Stories of an Antiquary,M. R. James,Open Road Media,9781497684225,English,7,4.5
NJ46d9oKh4XuRVhjvUSZa8,Styxx,Sherrilyn Kenyon,Hachette UK,9781405528214,English,6,4.6
SSAt3Rixtt5Vtf4v8GPtUM,Lost Souls - Book 3,Chrissy Peebles,Dark Shadows Publishing,,English,0,4.7
6xRnVhox2WSdQJAq5XKwHY,Donzela de Aço (Reinos Divididos| Livro 1),Kim Richardson,Riverbend Press,9781311965332,Portuguese,0,4.7
EaeuKhZfzS29884b49H5Y9,The Hellbound Heart: A Novel,Clive Barker,Harper Collins,9780061760877,English,1,4.5
HBNg5sJAB7G4BqFo2MAE6a,Witches of East End,Melissa de la Cruz,Hachette UK,9780751556247,English,2,4.7
ANxctaER5LnnhLq2VhmCff,Black Magic Sanction,Kim Harrison,HarperCollins UK,9780007537563,English,9,4.3
MNJboy4LesuZgTn3Dr8N3H,The Keeper of Lost Things: the perfect uplifting read for 2020 - winner of the Richard & Judy Readers' Award and Sunday Times bestseller,Ruth Hogan,Hachette UK,9781473635494,English,6,4.1
RqhtukqcFPCZdWzFX9oJyC,The Sixth Watch,Sergei Lukyanenko,Random House,9781473535428,English,9,4.6
BZG6rCY4VEEB3yWwippKjp,Baby Daddy,Kendall Ryan,Kendall Ryan,,English,7,4.6
Y2RvCvHhxPCKtKX9S3dWLP,The Kiss Quotient: Goodread's Romance Book of the Year,Helen Hoang,Atlantic Books,9781786495730,English,4,4.7
2ns6EUYic4Nb4BZGN94ULG,After You,Jojo Moyes,Penguin UK,9781405909082,English,0,4.4
KNDCALg2ZLngkvsAx6j3jc,Beard Science,Penny Reid ,Cipher Naught ,9781942874249,English,8,4.8
dHjYcpAC9ktM2fsEepptM2,If You Were Mine: The Sullivans,Bella Andre,Oak Press| LLC,9781938127212,English,1,4.3
gF4UNSWP7wdAmJkaZznjRs,China Rich Girlfriend,Kevin Kwan,Allen & Unwin,9781925267570,English,8,4.4
Ei58xUQvKYtDdnDWDzwhHX,The Secret Diary of Adrian Mole Aged 13 3/4: Adrian Mole Book 1| Book 1,Sue Townsend,Penguin UK,9780718196134,English,0,4.5
6XwjfwASaBGv5pZi3sPWVY,Fantastic Mr Fox,Roald Dahl,Penguin UK,9780141929842,English,8,4.3
bgbnSThi2NxaJdcuvk96Df,The Lost Causes of Bleak Creek,Rhett McLaughlin,Crown,9781984822154,English,8,4.8
ZX7BJgLXZnBhGKhJkigR2K,Britt-Marie Was Here,Fredrik Backman,Hachette UK,9781473617223,English,6,4.6
AEsr42Tbo4zwCryw9ugSiK,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson,Hachette UK,9780349141817,English,3,4.1
guCwNxASVqW6h4cuGMiL7E,The Rosie Effect,Graeme Simsion,Penguin UK,9781405918077,English,7,4.2
TW4bHvenMraqVvZ73wLmce,Three Men in a Boat,Jerome K. Jerome,Open Road Media,9781497672161,English,1,4.6
GQQMpzboNkCL4upDua4ZDb,The Restaurant at the End of the Universe,Douglas Adams,Pan Macmillan,9780330513111,English,0,4.0
bsqcWP4cH2nJNQvzWTawMN,Christmas Ever After (Puffin Island trilogy| Book 3),Sarah Morgan,HarperCollins UK,9781474030946,English,2,4.3
QTBEuSuTWX5LE7D3vE8Eqw,Nothing to See Here,Kevin Wilson,HarperCollins,9780062913487,English,3,4.4
C4zGNByKVvzfUjaAD4LR6X,The Runaway Wife: A laugh out loud feel good novel about second chances,Dee MacDonald,Bookouture,9781786813541,English,4,4.5
c9hPVkWifehg7beQTBEMnq,The Code of the Woosters,P.G. Wodehouse,Random House,9781409035077,English,5,4.7
29TKi2jiZQcAFAXpfbuC9F,Don't Want To Miss A Thing: A warm and witty romance with many twists along the way,Jill Mansell,Hachette UK,9780755355983,English,6,4.5
gTgtUHWMQ5WXmuYNNmbXHC,After the Rain: The hilarious opposites-attract rom-com from the author of Love to Hate You,Jo Watson,Hachette UK,9781472257734,English,6,4.9
nFk9FXciqENQ3kgGVsZ5cV,If I Never Met You,Mhairi McFarlane,HarperCollins,9780008169473,English,3,4.4
5s5DDT8b82jDmz4ahY6Jzb,Summer at the Comfort Food Cafe: A gorgeously uplifting and heartwarming romantic comedy to escape with this summer| one of those perfect beach reads (The Comfort Food Cafe| Book 1),Debbie Johnson,HarperCollins UK,9780008150242,English,1,4.8
V4WWy7S7dveaR8kRtwgdSu,Hunting for a Highlander,Lynsay Sands,HarperCollins,9780062855381,English,9,4.7
Qbu5Z6QrAUGyRJG7B44Rks,Alpha Blood Box Set (BBW Werewolf Shifter Romance),Mac Flynn,Crescent Moon Studios| Inc.,,English,6,4.4
RB9578DAy6ZJ2tKcBAgcMR,Perky (Do-Over Series #2),Julia Kent,Julia Kent,,English,6,4.8
SsZyB4P7mVNRPquxbwdnPe,Scott Pilgrim,Bryan Lee O’Malley,HarperCollins UK,9780007362998,English,8,4.5
bGhvFJV9BsSBNY3LVmsFtd,Boyfriend Material,Alexis Hall,Sourcebooks| Inc.,9781728206158,English,2,4.7
7AGEbg2GzCZi3QYhRfrkDb,A Dog's Purpose: A novel for humans,W. Bruce Cameron,Pan Macmillan,9781447213246,English,8,4.0
dBsQbDzx4TjPRKjVMLdVQn,The Dutch House: Longlisted for the Women's Prize 2020,Ann Patchett,Bloomsbury Publishing,9781526614940,English,2,4.3
gyfoUa7shpA7GWjTJuZzPW,The Storied Life of A.J. Fikry,Gabrielle Zevin,Hachette UK,9780349141084,English,3,4.3
BFPChRS4CrP7diMWXvp956,Going Postal,Terry Pratchett,Harper Collins,9780061807190,English,0,4.5
jy4GdxJ46TcARgtwF7Kgcz,Lyrical,Bree Dahlia,Bree Dahlia,,English,9,4.7
gjDTDDqNRhJaWxRtvxR8D9,A Rancher's Heart,Vivian Arend,Arend Publishing Inc.,9781941456309,English,6,4.8
VtUP3DiiqeDXS4cRhNChL9,Mr Penumbra's 24-hour Bookstore,Robin Sloan,Atlantic Books Ltd,9781782391203,English,0,4.3
mB3udmCZs5xEx6kMqAeayP,Ubur-Ubur Lembur,Raditya Dika,GagasMedia,9789797809157,Indonesian,5,4.7
WsBLkScQSVg4AHVp7zjGJi,Erotic Stories for Punjabi Widows,Balli Kaur Jaswal,HarperCollins,9780008209902,English,7,3.9
ahqSg9WvCvGbyMh6kLGm79,Return Billionaire to Sender,Annika Martin,Cinnamon Crane,9781944736163,English,2,5.0
Exw2U75cMxYqG7yMXijjVc,Three Wishes: A Novel,Liane Moriarty,Harper Collins,9780061856914,English,2,4.3
Fjh6KMMPC5wiFSBjCvD5q2,Romeo and/or Juliet: A Chooseable-Path Adventure,Ryan North,Penguin,9781101983317,English,0,4.2
jMaBYCqphEpgoSxq3wHT7E,In His Own Write,John Lennon,Simon and Schuster,9781451625271,English,1,4.6
XBhwyDGtetaCgXWFUFztPz,Dating Dr. Notorious,Donna McDonald,Donna McDonald,9781939988027,English,6,4.9
DRfVVskyus3DspyXQLQKLZ,Warlock,Oakley Hall,New York Review of Books,9781590178232,English,4,4.8
eCN9zNHY7AgFUnzCNTphNM,Us,David Nicholls,Hachette UK,9781444709193,English,0,4.1
fZEuSgSDedeLwnxxwEp9un,The Proposal: A Reese Witherspoon Hello Sunshine Book Club Pick,Jasmine Guillory,Hachette UK,9781472255853,English,1,4.0
83TaNdVzftnVrNGHBekBmm,I Heart Christmas (I Heart Series| Book 6),Lindsey Kelk,HarperCollins UK,9780007501526,English,1,4.3
nRHtknD8weZDJMhwdsdD9J,Less: Winner of the Pulitzer Prize for Fiction 2018,Andrew Sean Greer,Hachette UK,9780349143606,English,2,4.1
QKHZmx9Tfe4XPx3Rcooema,The Lost Husband: A Novel,Katherine Center,Ballantine Books,9780345538918,English,0,4.3
6fuyLKPgKDVeuhWpbAXErH,Waiting for Godot: A Tragicomedy in Two Acts,Samuel Beckett,Faber & Faber,9780571297016,English,7,4.6
DqBzDvZ4sRMLcGdvPr7Gi8,Riders: The classic book from the Sunday Times bestselling author,Jilly Cooper,Random House,9781409032311,English,4,4.6
j76DH5YzdPuQbA9xPHVL76,Beautiful and Broken,Sara Hubbard,Sara Hubbard,9780992091217,English,3,4.4
XYN5qWRbhiqCNgowq4xspM,Maun Muskaan Ki Maar,Ashutosh Rana,Prabhat Prakashan,9789352669813,Hindi,5,4.7
GRQsdob9j2JYY5pGaBL2dt,The Colour Of Magic,Terry Pratchett,Random House,9781407034379,English,8,4.5
UxgGpFQYgcuir3q6oeoVg4,The Secret History,Donna Tartt,Hachette UK,9781405529631,English,1,4.1
82LRprjdTbPxQrjfnASzmD,The Master and Margarita (Vintage Classic Russians Series),Mikhail Bulgakov,Random House,9781409079910,English,9,4.5
WtWYQrKQKPyrvdkDkw2YfV,The Code of the Woosters,P.G. Wodehouse,Random House,9781409035077,English,6,4.7
JpeT9NF4mvTm5Ns6o2iNyE,Scott Pilgrim,Bryan Lee O’Malley,HarperCollins UK,9780007362998,English,6,4.5
W5SajXZWD2qxZEc7qozU4X,The Orphan Master's Son: Barack Obama’s Summer Reading Pick 2019,Adam Johnson,Random House,9781448109265,English,9,4.4
BxA734wC49XRBYPaZ3KvvE,Look Who's Back,Timur Vermes,Hachette UK,9781782067825,English,6,4.2
hF8UycNcsy6vod2YDQPiDJ,Why Men And Women Can't Be Friends: The Ugly Truth About Men,Oliver Markus Malloy,Bookmaester,,English,0,4.2
EMpW3DqKvvpPHPgdtfPzUz,Romeo and/or Juliet: A Chooseable-Path Adventure,Ryan North,Penguin,9781101983317,English,3,4.2
CKGspTQDCpJVtcMSMeHQNr,A Clockwork Orange: Restored Edition,Anthony Burgess,Penguin UK,9780141970684,English,1,4.6
jVsxMVxsXUJemRs6ZoAqen,Fragile Things,Neil Gaiman,Hachette UK,9780755379941,English,8,4.1
3yBcK3xz5gW67NC5rTsBEa,Breakfast of Champions,Kurt Vonnegut,Random House,9781407054032,English,1,4.4
JjeWndJk8LiPWDrBNkGmPT,The Amazing Adventures of Kavalier and Clay,Michael Chabon,HarperCollins UK,9780007480371,English,7,4.3
k7zoFixpaR7KocwrXGDm7M,The Moor's Last Sigh,Salman Rushdie,Random House,9781409058878,English,0,4.4
MgBkvetCBTaJrfuUQs4jXz,Animal Farm: The Graphic Novel,George Orwell,Penguin UK,9780241391884,English,4,4.4
RskfNyCnxHpiAox8s7Dngp,Flatland: A Romance of Many Dimensions,Edwin Abbott,Open Road Media,9781453253939,English,1,4.4
jdpvSUvgAcQboKuZEJMGa2,Candide,Voltaire,Bantam Classics,9780553897999,English,3,4.4
bL6eJyqnC5y9ofvLEmKi2d,A Horse Walks into a Bar,David Grossman,Random House,9781473545809,English,0,5.0
ceNVrmnCPtGuggAn8tnhoV,Orgullo y prejuicio: Clásicos de la literatura,Jane Austen,e-artnow,9788026834786,Spanish,1,4.7
kiZofNUaZAjGXsmXxvyhxh,Fool: A Novel,Christopher Moore,Harper Collins,9780061974779,English,7,4.2
hu6GXjbrZHvvnCndNbDxNA,Blue Movie,Terry Southern,Open Road Media,9781453217344,English,5,3.8
F6hFThwBdDZuMjSA9pFkSe,Bank of Polampur,Ved Mathur,Notion Press,9781644297094,English,0,4.7
m5Wy75ndETZaE5EGrb2XQs,Point Counter Point,Aldous Huxley,Random House,9781409079378,English,4,4.6
ZMgt5aLVJRWHjTEAPwvCjM,Munnu: A Boy From Kashmir,Malik Sajad,HarperCollins UK,9780007513734,English,8,4.7
mmmYhKjF2KTZXRGnLjiz65,The Casual Vacancy,J.K. Rowling,Hachette UK,9781405519229,English,1,3.7
NGQ42m2S3h5UoUdYfp8pAY,Best of Ashok Chakradhar,Ashok Chakradhar,Prabhat Prakashan,9789351862871,Hindi,1,5.0
Jq7c3AQMwQh7PXyKiXuWsD,The Queen and I,Sue Townsend,Penguin UK,9780141938332,English,9,4.2
myaB53NRySdjCdr78KdxBT,Psychos: A White Girl Problems Book,Babe Walker,Simon and Schuster,9781476734163,English,0,4.6
Avdz66swQJDx9uJAApXpqa,The Bless Me| Father Series Books 1–5: Bless Me| Father; A Father Before Christmas; Father in a Fix; Bless Me Again| Father; and Father Under Fire,Neil Boyd,Open Road Media,9781504046169,English,8,5.0
h5KKeVFzDnB9dP9opAgBqG,Wizard of the Crow,Ngugi wa Thiong'o,Random House,9781473513365,English,7,4.3
EMa5Q74rhVMxn676dQ9nXd,Great Granny Webster,Caroline Blackwood,New York Review of Books,9781590175385,English,2,4.3
H27HBRhgESMp3RVu33DKv6,The Letter Killers Club,Sigizmund Krzhizhanovsky,New York Review of Books,9781590175231,English,0,4.4
XNxAxWu4x5uvrfCFvYNNfn,My Year of Rest and Relaxation,Ottessa Moshfegh,Random House,9781473549548,English,8,3.6
m5A4WdGRnepNJY4ZkZ4YtZ,Time and Time Again,Ben Elton,Random House,9781473508323,English,4,4.3
LWEwshd2WU748msKzMwCfU,Riotous Assembly,Tom Sharpe,Random House,9781446474679,English,9,4.8
G5qRdrWoWWwSS5L8592ite,Differently Morphous,Yahtzee Croshaw,Dark Horse Comics,9781506711713,English,7,4.6
ZYSFY7uozcXhws78vWdTA7,Duplo (Novela psicológica),Margarita Alvarez Alvarez,Margarita Alvarez Alvarez,9788409012558,Spanish,6,4.6
D2CMzfhCBMMMkNRWUx5BJA,The Crying of Lot 49,Thomas Pynchon,Penguin,9781101594605,English,4,3.7
aHfxwn667bfdr9iad6cgqy,Poesía satírica y burlesca,Francisco de Quevedo,Instituto Distrital de las Artes – Idartes,9789585848665,Spanish,9,4.2
34mPXrxwtB7F8rdPxUv9VA,Dead Souls,Nikolai Gogol,New York Review of Books,9781590176559,English,9,5.0
8ZpHowL78DH463ZPoyUjDt,Negrophobia: An Urban Parable,Darius James,New York Review of Books,9781681373485,English,1,5.0
8LXEoyezD3AWmGRdYF96qb,Survivor,Chuck Palahniuk,Random House,9781446483701,English,1,4.1
ji8yrRkpGytAhL7Nqb7bzb,The Bonfire of the Vanities,Tom Wolfe,Random House,9781473563926,English,1,4.2
K4MtqBgWPyJr2Y7bsNdkVw,We: Introduction by Will Self,Yevgeny Zamyatin,Random House,9781409017912,English,7,4.7
b6YWUzAQ4jEmPBEnJPqiRA,Straight Man,Richard Russo,Atlantic Books,9781952535574,English,6,4.5
8SviE3BvzRXoHaMKBeHnuk,Dose Vidanya (Silver Hills Cozy Mysteries| Book 1),Sam Cheever,Electric Prose Publications,9781944784676,English,4,4.6
MfGYPKWY4MbnB6vDm8ZVTu,Gulliver's Travels and Other Writings,Jonathan Swift,Bantam Classics,9780307793607,English,8,4.3
EuVB8oinNRp2yLiucoVtAS,Old Man and the Sea,Ernest Hemingway,Simon and Schuster,9781476770185,English,3,4.6
YvJRSLkJ5Vh3XZWmHVsegz,Great Horror Stories,,GENERAL PRESS,9789387669932,English,1,4.1
AY4wKDNyt7GA3UWTdYnZEF,Message In A Bottle,Nicholas Sparks,Hachette UK,9780748130443,English,7,4.5
jhS2c5APKN4MXjbuaFEefd,HMS Ulysses,Alistair MacLean,HarperCollins UK,9780007289318,English,0,4.7
CrUMxVWHqQ45GqwrD92HoU,Sea of Thieves: Athena's Fortune,Chris Allcock,Simon and Schuster,9781683836766,English,3,4.9
QifdDqJ47nEtD2Rrvo3YrQ,The Gift,Julie Garwood,Penguin,9781101533154,English,3,4.5
Eus4Rtb4R2HcNLxNr2D3sT,The Tiger’s Prey,Wilbur Smith,HarperCollins,9780007535934,English,8,4.5
VnqtyuvkBiWYShdndCSM5c,Melting Into You (A Small Town Single Dad Romance),Tracey Alvarez,Icon Publishing Limited,9780473285944,English,0,4.6
btQKmky2tYQbbQZFJgWWu2,The Wreck of the Titan,Morgan Robertson,Simon and Schuster,9781451695441,English,4,4.5
dSbcreVgaKSKKJFDpAPFbc,The King’s Buccaneer,Raymond E. Feist,HarperCollins UK,9780007385393,English,6,4.6
gGC45RnNx6s6p7S7M7bLH7,Black Wind,Clive Cussler,Penguin UK,9781405909525,English,2,4.4
X3SGXsEdHxn2tbPkpmercQ,Barbarous,Minerva Spencer,Zebra Books,9781420147247,English,9,4.8
cLRcfARYdGzQ5gjHVn7UaD,Regal,Brian Rathbone,White Wolf Press| LLC,9781301786039,English,0,4.4
etpXERqEdvT79oSqMRCQ78,The Long Ships: A Saga of the Viking Age,Frans G. Bengtsson,HarperCollins UK,9780007560714,English,2,4.7
gT2bNSwAyr6p6MjQsVKyqT,Exit Strategy (A Katerina Carter Legal & Psychological Thriller),Colleen Cross,Slice Publishing Mystery and Thriller Books,9780987883506,English,0,4.2
bWcYB4BBgwuujtoN4dg5vF,The Young Hornblower Omnibus,C.S. Forester,Penguin UK,9780141959184,English,4,4.5
QCjfbpwtUs6TmdvjUamk4n,Sea of Ruin,Pam Godwin,Pam Godwin,9798637905959,English,5,4.8
aA2upaiJZMrMeeGNutDGDT,Moby-Dick,Herman Melville,Bantam Classics,9780553898101,English,5,3.8
k5L5CbFAcYjVrWEnnxwDoQ,Women and Children First: Bravery| love and fate: the untold story of the doomed Titanic,Gill Paul,HarperCollins UK,9780007453306,English,6,4.4
MuuGKpXUYsWd2o6WzWZCFR,Great American Short Stories,,Samaira Book Publishers,9788193607077,English,0,4.5
iLJpZE2WLpYNRepQBt3eFW,Seize the Fire,Laura Kinsale,Open Road Media,9781497620391,English,3,4.7
WKaozNXQ54e8okuMy9s43k,Tangled Tides,Karen Amanda Hooper,Starry Sky Publishing ,9780985589943,English,1,4.5
2AHUHqZD5dTVxQQiDsaqzn,Noah's Ark: Encounters,Harry Dayle,Shelfless,,English,1,4.6
aFibTLGu4CNkYJh6YKpEX4,Thunder Point,Jack Higgins,Penguin,9781101203521,English,5,4.6
fxRTCBtxs2XnboUQxLWgqU,A Turtle's Tale - Anmis Adventures,Aditya Pundir,Creative Grove,,English,9,4.4
GZKZNPGLziN3QuAz3GiAnc,Deep Waters,Alicia Rades,Crystallite Publishing,9780999187272,English,7,4.4
eBC9GbbQyDWab8VaeXPD2W,The Wolf Sea (The Oathsworn Series| Book 2),Robert Low,HarperCollins UK,9780007380558,English,5,4.3
NwoD2aQEVEvoBKdiFQ8qyM,The Thirteen-Gun Salute (Aubrey/Maturin Series| Book 13),Patrick O’Brian,HarperCollins UK,9780007429394,English,7,4.2
g2yXqU4RNsidZm47GvrWGa,Jaws,Peter Benchley,Pan Macmillan,9781447230731,English,2,4.1
BKmNoEdtFYbuk9usFwPHpP,Satan’s Tail (Dale Brown’s Dreamland| Book 7),Dale Brown,Harper Collins,9780007542758,English,0,4.5
nwy2cM4WXBnwDkRVebkXYE,Hell Bay: A Locked-Island Mystery: 1,Kate Rhodes,Simon and Schuster,9781471165412,English,1,4.8
