title, author, publisher, date_published, ratings, pages, isbn, language, genres
Microsoft Project 2016: Edition 16,Microsoft Official Academic Course,Wiley Global Education,May 10| 2017,1.0,324,9781119126409,English,Computers / Enterprise Applications / General
SAS Functions by Example| Second Edition: Edition 2,Ron Cody| EdD,SAS Institute,Mar 11| 2010,3.5,472,9781607643647,English,Computers / Enterprise Applications / General
Fundamentals of Game Design: Fundamentals of Game Design_2| Edition 2,Ernest Adams,New Riders,Apr 7| 2010,3.8,99998,9780132104753,English,Computers / Programming / Games
Designing for the Digital Age: How to Create Human-Centered Products and Services,Kim Goodwin,John Wiley & Sons,Mar 25| 2011,3.8,768,9781118079881,English,Computers / Programming / General
The Art of Multiprocessor Programming| Revised Reprint,Maurice Herlihy,Elsevier,Jun 25| 2012,4.4,536,9780123977953,English,Computers / Programming / General
Millimeter Wave Wireless Communications,Theodore S. Rappaport,Prentice Hall,Sep 9| 2014,4.0,704,9780132173681,English,Computers / Data Transmission Systems / Wireless
macOS Support Essentials 10.15 - Apple Pro Training Series: Supporting and Troubleshooting macOS Catalina,Adam Karneboge,Peachpit Press,Jan 13| 2020,0.0,1251,9780136552215,English,Computers / Operating Systems / Apple (Mac OS & iOS)
Big Java Late Objects| 2nd Edition: Edition 2,Cay S. Horstmann,Wiley Global Education,Nov 16| 2016,0.0,1056,9781118975404,English,Computers / Programming / General
Mastering Unix Shell Scripting: Bash| Bourne| and Korn Shell Scripting for Programmers| System Administrators| and UNIX Gurus| Edition 2,Randal K. Michael,John Wiley & Sons,Sep 14| 2011,5.0,1032,9781118080160,English,Computers / Programming / General
Java Concepts: Late Objects| 3rd Edition: Late Objects| Edition 3,Cay S. Horstmann,Wiley Global Education,Nov 16| 2016,0.0,624,9781119031130,English,Computers / Programming / General
Information Security and IT Risk Management,Manish Agrawal,Wiley Global Education,May 19| 2014,0.0,432,9781118803066,English,Computers / Security / General
SAS Certified Specialist Prep Guide: Base Programming Using SAS 9.4,SAS Institute,SAS Institute,Feb 11| 2019,0.0,434,9781642951769,English,Computers / Enterprise Applications / General
Petroleum Production Engineering| A Computer-Assisted Approach,Boyun Guo,Elsevier,Apr 1| 2011,4.5,312,9780080479958,English,Business & Economics / Industries / Natural Resource Extraction
Pro ASP.NET 4.5 in C#: Edition 5,Adam Freeman,Apress,Sep 21| 2013,4.0,1228,9781430242550,English,Computers / Information Technology
Digital Design and Computer Architecture: Edition 2,David Harris,Elsevier,Aug 24| 2012,4.1,712,9780123978165,English,Computers / Computer Engineering
SSFIPS Securing Cisco Networks with Sourcefire Intrusion Prevention System Study Guide: Exam 500-285,Todd Lammle,John Wiley & Sons,Oct 13| 2015,4.0,432,9781119155041,English,Computers / Certification Guides / General
Fundamentals of Numerical Computation,Tobin A. Driscoll,SIAM,Dec 21| 2017,4.0,582,9781611975086,English,Computers / Computer Simulation
Predictive Modeling with SAS Enterprise Miner: Practical Solutions for Business Applications| Third Edition| Edition 3,Kattamuri S. Sarma,SAS Institute,Jul 20| 2017,0.0,574,9781635260380,English,Computers / Enterprise Applications / General
Computer Organization and Design RISC-V Edition: The Hardware Software Interface,David A. Patterson,Morgan Kaufmann,May 12| 2017,5.0,696,9780128122761,English,Computers / Computer Engineering
Advanced API Security: Securing APIs with OAuth 2.0| OpenID Connect| JWS| and JWE,Prabath Siriwardena,Apress,Aug 28| 2014,4.0,260,9781430268178,English,Computers / Expert Systems
Hardware and Software Support for Virtualization,Edouard Bugnion,Morgan & Claypool Publishers,Feb 21| 2017,0.0,206,9781627056885,English,Computers / Computer Simulation
The VR Book: Human-Centered Design for Virtual Reality,Jason Jerald,Morgan & Claypool,Sep 1| 2015,0.0,523,9781970001143,English,Computers / Human-Computer Interaction (HCI)
Profitable Candlestick Trading,Stephen W. Bigalow,John Wiley & Sons,Feb 23| 2011,3.5,384,9781118005804,English,Business & Economics / Finance / General
The Candlestick Course,Steve Nison,John Wiley & Sons,Apr 28| 2004,4.5,240,9780471464884,English,Business & Economics / E-Commerce / Online Trading
Encyclopedia of Candlestick Charts,Thomas N. Bulkowski,John Wiley & Sons,Jun 14| 2012,3.4,960,9781118428696,English,Business & Economics / Finance / General
Binary Options: Strategies for Directional and Volatility Trading,Alex Nekritin,John Wiley & Sons,Dec 6| 2012,3.5,288,9781118417775,English,Business & Economics / Finance / General
Mastering Private Equity: Transformation via Venture Capital| Minority Investments and Buyouts,Claudia Zeisberger,John Wiley & Sons,Jul 7| 2017,0.0,368,9781119327981,English,Business & Economics / Corporate Finance / Private Equity
Harmonic Elliott Wave,Ian Copsey,John Wiley & Sons,Jun 3| 2011,5.0,224,9780470828731,English,Business & Economics / Finance / General
National Defense Budgeting and Financial Management: Policy & Practice,Philip J. Candreva,IAP,May 1| 2017,0.0,487,9781681238722,English,Business & Economics / Budgeting
The New Wealth Management,Harold Evensky,John Wiley & Sons,Mar 29| 2011,4.0,480,9781118036914,English,Business & Economics / Finance / Wealth Management
Delivering Health Care in America: A Systems Approach: A Systems Approach| Edition 7,Leiyu Shi,Jones & Bartlett Learning,Oct 6| 2017,0.0,646,9781284152265,English,Business & Economics / Accounting / Financial
Evidence-Based Technical Analysis,David Aronson,John Wiley & Sons,Jul 11| 2011,3.0,544,9781118160589,English,Business & Economics / Finance / General
Financial Modeling and Valuation: A Practical Guide to Investment Banking and Private Equity,Paul Pignataro,John Wiley & Sons,Jun 18| 2013,3.5,432,9781118558690,English,Business & Economics / Finance / General
Financial Risk Manager Handbook: FRM Part I / Part II| Edition 6,Philippe Jorion,John Wiley & Sons,Dec 28| 2010,4.5,816,9781118017913,English,Business & Economics / Finance / General
Long-Term Secrets to Short-Term Trading,Larry Williams,John Wiley & Sons,Nov 1| 2011,4.4,320,9781118184684,English,Business & Economics / Finance / General
Economics and Cost Analysis for Operations and Project Managers,Dr. Mahmoud Al-Odeh,Rylan Books,Aug 2019,0.0,192,9781607978657,English,Business & Economics / Accounting / General
Financial Accounting Theory and Analysis: Text and Cases| 12th Edition: Text and Cases| Edition 12,Richard G. Schroeder,Wiley Global Education,Nov 18| 2016,0.0,606,9781119299349,English,Business & Economics / Accounting / General
Global Macro Trading,Greg Gliner,John Wiley & Sons,May 20| 2014,5.0,368,9781118417140,English,Business & Economics / Finance / General
Trading Options Greeks,Dan Passarelli,John Wiley & Sons,Aug 22| 2012,4.0,368,9781118238615,English,Business & Economics / Finance / General
Mastering Private Equity Set,Claudia Zeisberger,John Wiley & Sons,Jul 6| 2017,5.0,350,9781119431169,English,Business & Economics / Corporate Finance / Private Equity
Mastering Elliott Wave Principle,Constance Brown,John Wiley & Sons,Mar 15| 2012,4.5,176,9781118235157,English,Business & Economics / Finance / General
Survey of Accounting,Paul D. Kimmel,Wiley Global Education,Nov 16| 2016,0.0,800,9781119306474,English,Business & Economics / Accounting / General
Intermediate Accounting| 16th Edition: Edition 16,Donald E. Kieso,Wiley Global Education,Apr 6| 2016,4.4,1552,9781119175148,English,Business & Economics / Accounting / General
Financial Statement Analysis: A Practitioner's Guide| Edition 4,Martin S. Fridson,John Wiley & Sons,Jun 1| 2011,4.2,400,9781118064207,English,Business & Economics / Finance / General
Corporate and Project Finance Modeling: Theory and Practice,Edward Bodmer,John Wiley & Sons,Oct 10| 2014,4.5,624,9781118854457,English,Business & Economics / Finance / General
Sultz & Young's Health Care USA: Understanding Its Organization and Delivery: Understanding Its Organization and Delivery| Edition 9,Kristina M. Young,Jones & Bartlett Learning,Feb 8| 2017,4.0,422,9781284142082,English,Business & Economics / Accounting / Financial
17 Proven Currency Trading Strategies| + Website: How to Profit in the Forex Market,Mario Singh,John Wiley & Sons,Dec 31| 2012,4.8,272,9781118385524,English,Business & Economics / Finance / General
Accounting: An Introduction| 6/E,Peter Atrill,Pearson Higher Education AU,Aug 28| 2014,3.8,537,9781486009664,English,Business & Economics / Accounting / General
Understanding Bitcoin: Cryptography| Engineering and Economics,Pedro Franco,John Wiley & Sons,Oct 21| 2014,4.6,288,9781119019145,English,Business & Economics / Finance / General
Financial Management: Principles and Applications: Edition 6,J William Petty,Pearson Higher Education AU,May 20| 2015,4.0,809,9781442551626,English,Business & Economics / Finance / General
Markets in Profile,James F. Dalton,John Wiley & Sons,Jan 11| 2011,0.0,224,9781118044643,English,Business & Economics / Finance / General
Entrepreneurial Finance: Strategy| Valuation| and Deal Structure,Janet Kiholm Smith,Stanford University Press,Mar 22| 2011,0.0,744,9780804777582,English,Business & Economics / Entrepreneurship
Harmonic Trading| Volume One: Profiting from the Natural Order of the Financial Markets,Scott M. Carney,FT Press,Apr 12| 2010,4.6,288,9780131384972,English,Business & Economics / E-Commerce / Online Trading
C# for Financial Markets,Daniel J. Duffy,John Wiley & Sons,Jan 14| 2013,0.0,856,9781118502839,English,Business & Economics / Finance / General
Supply Chain Finance and Blockchain Technology: The Case of Reverse Securitisation,Erik Hofmann,Springer,Aug 3| 2017,5.0,91,9783319623719,English,Business & Economics / Finance / Financial Engineering
Technical Analysis of the Financial Markets: A Comprehensive Guide to Trading Methods and Applications,John J. Murphy,Penguin,Jan 1| 1999,4.2,576,9781101659199,English,Business & Economics / Finance / Financial Risk Management
Financial Accounting| 10th Edition: Edition 10,Jerry J. Weygandt,Wiley Global Education,Nov 18| 2016,5.0,800,9781119305828,English,Business & Economics / Accounting / Financial
Mortgage-Backed Securities,Frank J. Fabozzi,John Wiley & Sons,Aug 31| 2011,3.6,352,9781118149294,English,Business & Economics / Finance / General
Energy Finance and Economics,Betty Simkins,John Wiley & Sons,Feb 20| 2013,0.0,624,9781118235980,English,Business & Economics / Finance / General
Trading and Exchanges: Market Microstructure for Practitioners,Larry Harris,Oxford University Press,Oct 24| 2002,1.0,656,9780199792702,English,Business & Economics / Accounting / General
Building Winning Algorithmic Trading Systems: A Trader's Journey From Data Mining to Monte Carlo Simulation to Live Trading,Kevin J. Davey,John Wiley & Sons,Jun 11| 2014,4.5,288,9781118778883,English,Business & Economics / Finance / General
Trading Basics,Thomas N. Bulkowski,John Wiley & Sons,Nov 8| 2012,3.5,208,9781118488386,English,Business & Economics / Finance / General
Health Care USA: Edition 8,Harry A. Sultz,Jones & Bartlett Learning,Jul 19| 2013,5.0,586,9781284066012,English,Business & Economics / Accounting / Financial
The New Trading for a Living: Psychology| Discipline| Trading Tools and Systems| Risk Control| Trade Management,Alexander Elder,John Wiley & Sons,Sep 29| 2014,4.7,304,9781118963678,English,Business & Economics / Finance / General
Swing and Day Trading: Evolution of a Trader,Thomas N. Bulkowski,John Wiley & Sons,Jan 8| 2013,4.5,320,9781118516997,English,Business & Economics / Finance / General
Investment Banking: Valuation| Leveraged Buyouts| and Mergers and Acquisitions| Edition 2,Joshua Pearl,John Wiley & Sons,May 29| 2013,4.4,496,9781118715864,English,Business & Economics / Banks & Banking
Delivering Health Care in America: A Systems Approach| Edition 6,Leiyu Shi,Jones & Bartlett Learning,Mar 5| 2014,1.5,650,9781284066067,English,Business & Economics / Accounting / Financial
CIA Part 3 - Test Bank Questions - 2020,MUHAMMAD ZAIN,Zain Academy,Dec 15| 2019,4.0,392,Original pages,Business & Economics / Accounting / Managerial,Business & Economics / Auditing
Financial Accounting: Tools for Business Decision Making| 8th Edition: Edition 8,Paul D. Kimmel,Wiley Global Education,Jan 11| 2016,3.0,808,9781118953808,English,Business & Economics / Accounting / Financial
Advanced Accounting| 6th Edition: Edition 6,Debra C. Jeter,Wiley Global Education,Oct 7| 2014,1.0,864,9781119045946,English,Business & Economics / Accounting / General
Governmental and Nonprofit Financial Management,Charles K. Coe PhD,Berrett-Koehler Publishers,Jan 1| 2007,0.0,346,9781567263916,English,Business & Economics / Accounting / Governmental
Basics of the U.S. Health Care System: Edition 2,Nancy J. Niles,Jones & Bartlett Learning,Feb 18| 2014,2.3,428,9781284066043,English,Business & Economics / Accounting / Financial
Ashutosh Rana,Prabhat Prakashan,115,4.7,9789352669813.0,Flowing text, Google-generated PDF,Fiction / Satire,Social Science / General
P.G. Wodehouse,Random House,Mar 26| 2009,4.7,304.0,9781409035077,English,Fiction / Classics,
Bryan Lee OÃÂMalley,HarperCollins UK,Sep 27| 2012,4.5,168.0,9780007362998,English,Comics & Graphic Novels / General,
Adam Johnson,Random House,Feb 16| 2012,4.4,592.0,9781448109265,English,Fiction / Coming of Age,
Timur Vermes,Hachette UK,Mar 27| 2014,4.2,352.0,9781782067825,English,Biography & Autobiography / Presidents & Heads of State,
Oliver Markus Malloy,Bookmaester,Oct 29| 2017,4.2,80.0,Flowing text, Original pages,Art / General,Comics & Graphic Novels / General
Ryan North,Penguin,Jun 7| 2016,4.2,400.0,9781101983317,English,Fiction / Humorous / General,
Anthony Burgess,Penguin UK,Dec 5| 2013,4.6,352.0,9780141970684,English,Fiction / Classics,
Kurt Vonnegut,Random House,Sep 30| 2010,4.4,320.0,9781407054032,English,Fiction / General,
Michael Chabon,HarperCollins UK,Oct 2| 2012,4.3,656.0,9780007480371,English,Fiction / Action & Adventure,
Salman Rushdie,Random House,Aug 31| 2011,4.4,448.0,9781409058878,English,Fiction / General,
Edwin Abbott,Open Road Media,Jul 1| 2014,4.4,114.0,9781453253939,English,Fiction / Dystopian,
Voltaire,Bantam Classics,Aug 26| 2003,4.4,128.0,9780553897999,English,Fiction / Classics,
David Grossman,Random House,Nov 10| 2016,5.0,208.0,9781473545809,English,Fiction / General,
Christopher Moore,Harper Collins,Oct 6| 2009,4.2,352.0,9780061974779,English,Fiction / Fantasy / Humorous,
Jane Austen,e-artnow,Jul 23| 2015,4.7,584.0,9788026834786,Spanish,Fiction / Family Life / General,
Terry Southern,Open Road Media,May 3| 2011,3.8,255.0,9781453217344,English,Fiction / Humorous / Black Humor,
George Orwell,Penguin UK,Sep 5| 2019,4.3,176.0,9780241391884,English,Comics & Graphic Novels / Adaptations,
Aldous Huxley,Random House,Jul 28| 2009,4.6,592.0,9781409079378,English,Fiction / Classics,
Malik Sajad,HarperCollins UK,Jun 18| 2015,4.7,352.0,9780007513734,English,Comics & Graphic Novels / General,
J.K. Rowling,Hachette UK,Sep 27| 2012,3.7,480.0,9781405519229,English,Fiction / Cultural Heritage,
Ashok Chakradhar,Prabhat Prakashan,176,5.0,9789351862871.0,Original pages,Fiction / Satire,This content is DRM protected.,
Ved Mathur,Notion Press,Dec 21| 2018,4.7,296.0,9781644297094,English,Fiction / Satire,
Sue Townsend,Penguin UK,Nov 28| 2002,4.2,288.0,9780141938332,English,Fiction / Family Life / General,
Babe Walker,Simon and Schuster,Apr 29| 2014,4.6,288.0,9781476734163,English,Fiction / Biographical,
Neil Boyd,Open Road Media,Jun 13| 2017,5.0,1583.0,9781504046169,English,Fiction / Humorous / General,
Ngugi wa Thiong'o,Random House,Oct 2| 2014,4.3,784.0,9781473513365,English,Fiction / General,
Caroline Blackwood,New York Review of Books,Apr 18| 2012,4.3,128.0,9781590175385,English,Fiction / Family Life / General,
Sigizmund Krzhizhanovsky,New York Review of Books,Dec 6| 2011,4.4,144.0,9781590175231,English,Fiction / Classics,
Ben Elton,Random House,Nov 6| 2014,4.3,464.0,9781473508323,English,Fiction / General,
Ottessa Moshfegh,Random House,Jul 12| 2018,3.6,304.0,9781473549548,English,Fiction / General,
Tom Sharpe,Random House,May 26| 2011,4.8,320.0,9781446474679,English,Fiction / General,
Yahtzee Croshaw,Dark Horse Comics,Apr 16| 2019,4.6,392.0,9781506711713,English,Fiction / Fantasy / Paranormal,
Thomas Pynchon,Penguin,Jun 13| 2012,3.7,167.0,9781101594605,English,Fiction / Classics,
Margarita Alvarez Alvarez,Margarita Alvarez Alvarez,Jul 1| 2018,4.6,211.0,9788409012558,Spanish,Fiction / Psychological,
Francisco de Quevedo,Instituto Distrital de las Artes ÃÂ Idartes,Jun 30| 2014,4.2,88.0,9789585848665,Spanish,Fiction / Satire,
Nikolai Gogol,New York Review of Books,Jul 17| 2012,5.0,432.0,9781590176559,English,Fiction / Classics,
Darius James,New York Review of Books,Feb 19| 2019,5.0,208.0,9781681373485,English,Fiction / African American / General,
Chuck Palahniuk,Random House,Jun 30| 2011,4.1,304.0,9781446483701,English,Fiction / General,
Tom Wolfe,Random House,Jun 21| 2018,4.2,752.0,9781473563926,English,Fiction / Cultural Heritage,
Yevgeny Zamyatin,Random House,Aug 31| 2010,4.7,224.0,9781409017912,English,Fiction / Classics,
Richard Russo,Atlantic Books,Jan 5| 2017,4.5,391.0,9781952535574,English,Fiction / Classics,
Sam Cheever,Electric Prose Publications,Mar 13| 2016,4.6,196.0,9781944784676,English,Fiction / Mystery & Detective / Amateur Sleuth,
Jonathan Swift,Bantam Classics,Jun 15| 2011,4.3,656.0,9780307793607,English,Fiction / Classics,
Chad Kultgen,Harper Collins,Feb 12| 2013,4.3,256.0,9780062119568,English,Fiction / Family Life / General,
Victor Pelevin,Hachette UK,Jun 18| 2015,4.8,512.0,9781473213050,English,Fiction / General,
Robyn Carr,HarperCollins UK,Apr 17| 2018,4.7,384.0,9781474082051,English,Fiction / Coming of Age,
Kendall Ryan,Kendall Ryan,Feb 27| 2018,4.6,264.0,Flowing text, Google-generated PDF,Fiction / Humorous / General,Fiction / Romance / Contemporary
Jojo Moyes,Penguin UK,Sep 24| 2015,4.4,448.0,9781405909082,English,Fiction / General,
Penny Reid ,Cipher Naught ,Oct 11| 2016,4.8,203.0,9781942874249,English,Fiction / Humorous / General,
Bella Andre,Oak Press| LLC,Apr 8| 2015,4.7,400.0,9781938127595,English,Fiction / Contemporary Women,
Kevin Kwan,Allen & Unwin,Jun 24| 2015,4.4,400.0,9781925267570,English,Fiction / Humorous / General,
Richard Osman,Penguin UK,Sep 3| 2020,4.6,336.0,9780241988275,English,Fiction / Crime,
Roald Dahl,Penguin UK,Sep 6| 2007,4.3,96.0,9780141929842,English,Fiction / Humorous / General,
Rhett McLaughlin,Crown,Oct 29| 2019,4.8,352.0,9781984822154,English,Fiction / Humorous / General,
Fredrik Backman,Hachette UK,May 3| 2016,4.6,400.0,9781473617223,English,Fiction / General,
Jonas Jonasson,Hachette UK,Jul 9| 2015,4.1,400.0,9780349141817,English,Fiction / Alternative History,
Graeme Simsion,Penguin UK,Sep 25| 2014,4.2,432.0,9781405918077,English,Fiction / Family Life / General,
Jerome K. Jerome,Open Road Media,Sep 23| 2014,4.6,223.0,9781497672161,English,Fiction / Classics,
Jill Mansell,Hachette UK,Jan 31| 2013,4.5,352.0,9780755355983,English,Family & Relationships / General,
Douglas Adams,Pan Macmillan,Sep 1| 2009,4.0,224.0,9780330513111,English,Fiction / General,
Dee MacDonald,Bookouture,Apr 24| 2018,4.5,350.0,9781786813541,English,Fiction / Contemporary Women,
Sarah Morgan,HarperCollins UK,Oct 8| 2015,4.3,368.0,9781474030946,English,Fiction / General,
Kevin Wilson,HarperCollins,Oct 29| 2019,4.4,288.0,9780062913487,English,Fiction / Family Life / General,
P.G. Wodehouse,Random House,Mar 26| 2009,4.7,304.0,9781409035077,English,Fiction / Classics,
Jo Watson,Hachette UK,Feb 6| 2018,0.0,384.0,9781472257772,English,Fiction / Family Life / General,
Mhairi McFarlane,HarperCollins,Jan 1| 2020,4.4,432.0,9780008169473,English,Fiction / General,
Debbie Johnson,HarperCollins UK,Apr 29| 2016,4.8,352.0,9780008150242,English,Fiction / General,
Lynsay Sands,HarperCollins,Jan 28| 2020,4.7,384.0,9780062855381,English,Fiction / Humorous / General,
Mac Flynn,Crescent Moon Studios| Inc.,Oct 19| 2015,4.4,500.0,Flowing text, Original pages,Fiction / Action & Adventure,Fiction / Contemporary Women
Julia Kent,Julia Kent,Jul 30| 2019,4.8,280.0,Flowing text,Fiction / Humorous / General,Fiction / Romance / Contemporary,
Bryan Lee OÃÂMalley,HarperCollins UK,Sep 27| 2012,4.5,168.0,9780007362998,English,Comics & Graphic Novels / General,
Alexis Hall,Sourcebooks| Inc.,Jul 7| 2020,4.7,432.0,9781728206158,English,Fiction / Coming of Age,
Ann Patchett,Bloomsbury Publishing,Sep 24| 2019,4.3,352.0,9781526614940,English,Family & Relationships / General,
W. Bruce Cameron,Pan Macmillan,Dec 22| 2011,4.0,336.0,9781447213246,English,Fiction / Animals,
Gabrielle Zevin,Hachette UK,Dec 2| 2014,4.3,320.0,9780349141084,English,Fiction / Disaster,
Terry Pratchett,Harper Collins,Oct 13| 2009,4.5,416.0,9780061807190,English,Fiction / Fantasy / Action & Adventure,
Bree Dahlia,Bree Dahlia,Mar 15| 2017,4.7,350.0,Flowing text, Original pages,Fiction / Humorous / General,Fiction / Romance / Contemporary
Vivian Arend,Arend Publishing Inc.,Nov 16| 2017,4.8,344.0,9781941456309,English,Fiction / Humorous / General,
Annika Martin,Cinnamon Crane,Oct 20| 2020,5.0,357.0,9781944736163,English,Fiction / Humorous / General,
Robin Sloan,Atlantic Books Ltd,Dec 20| 2012,4.3,300.0,9781782391203,English,Fiction / Action & Adventure,
Raditya Dika,GagasMedia,Feb 1| 2018,4.7,232.0,9789797809157,Indonesian,Fiction / Humorous / General,
Balli Kaur Jaswal,HarperCollins,Mar 9| 2017,3.9,400.0,9780008209902,English,Fiction / Classics,
Liane Moriarty,Harper Collins,Oct 13| 2009,4.3,384.0,9780061856914,English,Fiction / Family Life / Siblings,
Ryan North,Penguin,Jun 7| 2016,4.2,400.0,9781101983317,English,Fiction / Humorous / General,
John Lennon,Simon and Schuster,Oct 5| 2010,4.6,176.0,9781451625271,English,Fiction / General,
Donna McDonald,Donna McDonald,Mar 12| 2011,4.9,262.0,9781939988027,English,Fiction / Humorous / General,
Oakley Hall,New York Review of Books,Aug 5| 2014,4.8,488.0,9781590178232,English,Fiction / Historical / General,
David Nicholls,Hachette UK,Sep 30| 2014,4.1,400.0,9781444709193,English,Fiction / Family Life / General,
Jasmine Guillory,Hachette UK,Oct 30| 2018,4.0,304.0,9781472255853,English,Cooking / Comfort Food,
Lindsey Kelk,HarperCollins UK,Nov 21| 2013,4.3,384.0,9780007501526,English,Fiction / Holidays,
Andrew Sean Greer,Hachette UK,Apr 21| 2018,4.1,272.0,9780349143606,English,Fiction / General,
Katherine Center,Ballantine Books,May 7| 2013,4.3,304.0,9780345538918,English,Fiction / Family Life / General,
Limmy,Random House,Jul 30| 2015,4.6,368.0,9781473517899,English,Fiction / Humorous / General,
Helen Hoang,Atlantic Books,May 7| 2019,4.2,214.0,9781786499622,English,Fiction / Erotica / General,
Samuel Beckett,Faber & Faber,Sep 20| 2012,4.7,128.0,9780571297016,English,Drama / European / English| Irish| Scottish| Welsh,
Jilly Cooper,Random House,Dec 23| 2010,4.6,928.0,9781409032311,English,Fiction / General,
The Lost Symbol,Dan Brown,Random House,Sep 15| 2009,4.2,672,9781409091486,English,Fiction / General
Jonathan Livingston Seagull: A story,Richard Bach,HarperCollins UK,Sep 17| 2015,4.2,144,9780008162986,English,Body| Mind & Spirit / Afterlife & Reincarnation
The Five People You Meet In Heaven,Mitch Albom,Hachette UK,Jun 11| 2009,4.2,240,9780748112630,English,Fiction / General
Brida: A Novel,Paulo Coelho,Harper Collins,Oct 13| 2009,4.4,256,9780061807459,English,Fiction / Literary
The Satanic Verses,Salman Rushdie,Random House,Aug 31| 2011,3.6,560,9781409058854,English,Fiction / General
The Chance: A Novel,Karen Kingsbury,Simon and Schuster,Mar 5| 2013,4.7,352,9781451647044,English,Fiction / Christian / General
The Name of the Rose,Umberto Eco,Random House,Jun 30| 2012,4.0,592,9781448137749,English,Fiction / Crime
When Calls the Heart (Canadian West Book #1),Janette Oke,Baker Books,Feb 1| 2005,4.7,224,9781585587421,English,Fiction / Christian / General
God's Debris: A Thought Experiment,Scott Adams,Andrews McMeel Publishing| LLC,Dec 24| 2013,4.4,132,9781449459840,English,Fiction / Religious
Sense and Sensibility,Jane Austen,Bethany House,Jan 1| 2010,4.5,352,9781441212481,English,Fiction / Christian / General
ANGELS AND DEMONS,DAN BROWN,MEHTA PUBLISHING HOUSE,Jul 1| 2011,4.1,448,9788184980455,Marathi,Fiction / Action & Adventure
The Dalai Lama's Cat,David Michie,Hay House| Inc,Oct 1| 2012,4.6,240,9781401940591,English,Fiction / Biographical
The Red Tent,Anita Diamant,Pan Macmillan,Sep 18| 2009,4.0,229,9780330507073,English,Fiction / Christian / Historical
Siddhartha,Hermann Hesse,Penguin UK,Aug 7| 2008,4.0,144,9780141918846,English,Fiction / Classics
Among the Gods (Chronicles of the Kings Book #5),Lynn Austin,Bethany House,Jun 1| 2006,4.9,352,9781585584246,English,Fiction / Christian / General
Bhavishya Puran,Dr. Vinay,Diamond Pocket Books Pvt Ltd,2020,4.1,158,9789352968107,Hindi,Fiction / Religious
The Last Gambit,Om Swami,Harper Collins,Feb 10| 2017,5.0,208,9789352640935,English,Fiction / Religious
Ishmael,Daniel Quinn,Bantam,Dec 16| 2009,4.6,272,9780307574800,English,Fiction / Literary
The Apothecary's Daughter,Julie Klassen,Bethany House,Jan 1| 2009,4.4,416,9781441203564,English,Fiction / Christian / General
Conclave: The bestselling Richard and Judy Book Club thriller,Robert Harris,Random House,Sep 22| 2016,4.4,400,9781473519688,English,Fiction / Literary
Prophet (Books of the Infinite Book #1),R. J. Larson,Baker Books,Apr 1| 2012,4.4,352,9781441270023,English,Fiction / Christian / Fantasy
A Lineage of Grace,Francine Rivers,Tyndale House Publishers| Inc.,Nov 21| 2012,4.9,576,9781414357478,English,Fiction / Christian / Historical
Cross Roads,Wm. Paul Young,Hachette UK,Nov 13| 2012,4.5,300,9781455516032,English,Fiction / Christian / General
Saint Peter's Soldiers,J. Robert Kennedy,J. Robert Kennedy,Sep 13| 2015,4.4,345,9781517361280,English,Fiction / Action & Adventure
Regal,Brian Rathbone,White Wolf Press| LLC,2013,4.4,298,9781301786039,English,Body| Mind & Spirit / Magick Studies
Three Daughters of Eve,Elif Shafak,Penguin UK,Feb 2| 2017,4.3,384,9780241978870,English,Fiction / General
The Poisonwood Bible,Barbara Kingsolver,Faber & Faber,Sep 4| 2008,4.4,640,9780571246212,English,Fiction / Family Life / General
The Caregiver,Shelley Shepard Gray,Harper Collins,Mar 8| 2011,4.5,304,9780062074577,English,Fiction / Amish & Mennonite
Maharaj - Gujarati eBook,Saurabh Shah,R R Sheth & Co Pvt Ltd,Jan 18| 2014,4.1,432,9789351221708,English,Fiction / Religious
The Seeker,Karan Bajaj,Penguin UK,Jun 15| 2015,4.6,368,9789352140374,English,Fiction / Religious
Flood of Fire,Amitav Ghosh,Penguin UK,Jul 27| 2016,4.1,632,9789352140220,English,Fiction / General
A Cabana,William P. Young,Editora Arqueiro,Jan 17| 2017,4.7,248,9788580416916,Portuguese,Fiction / Religious
O homem mais inteligente da histÃÂ³ria,Augusto Cury,Sextante,Oct 3| 2016,4.7,272,9788543106298,Portuguese,Fiction / General
Isaiah's Legacy: A Novel of Prophets and Kings,Mesu Andrews,WaterBrook,Feb 18| 2020,4.5,400,9780735291898,English,Fiction / Christian / Historical
Hearts Awakening (Hearts Along the River Book #1),Delia Parr,Bethany House,Mar 1| 2010,4.4,352,9781441207609,English,Fiction / Christian / General
The Prophet,Kahlil Gibran,Penguin UK,Mar 28| 2002,4.4,128,9780141910871,English,Body| Mind & Spirit / Inspiration & Personal Growth
A Passion Most Pure (The Daughters of Boston Book #1),Julie Lessman,Baker Books,Jan 1| 2008,4.6,480,9781441200945,English,Fiction / Christian / General
The Widow of Larkspur Inn (The Gresham Chronicles Book #1),Lawana Blackwell,Bethany House,Jun 1| 2007,4.5,432,9781585584062,English,Fiction / Christian / General
Seven Stories,Yatendra Singh,Yatendra Singh,Nov 29| 2013,4.0,45,Original pages,Fiction / Action & Adventure,Fiction / Classics
A Cast of Stones (The Staff and the Sword),Patrick W. Carr,Baker Books,Feb 1| 2013,4.0,432,9781441261021,English,Fiction / Christian / Fantasy
